|   id |      x |      y |  size |
| 2906 |  -0.75 |  -2.25 | 0.024 |
| 2907 |  -0.75 |  -1.75 | 0.024 |
| 2908 |  -0.75 |  -1.25 | 0.024 |
| 2909 |  -0.75 |  -0.75 | 0.024 |
| 2910 |  -0.75 |  -0.25 | 0.024 |
| 2911 |  -0.75 |   0.25 | 0.024 |
| 2912 |  -0.75 |   0.75 | 0.024 |
| 2913 |  -0.75 |   1.25 | 0.024 |
| 2914 |  -0.75 |   1.75 | 0.024 |
| 2915 |  -0.75 |   2.25 | 0.024 |
| 2916 |  -0.75 |   2.75 | 0.024 |
| 2917 |  -0.75 |   3.25 | 0.024 |
| 2918 |  -0.75 |   3.75 | 0.024 |
| 2919 |  -0.75 |   4.25 | 0.024 |
| 2920 |  -0.75 |   4.75 | 0.024 |
| 2921 |  -0.75 |   5.25 | 0.024 |
| 2922 |  -0.75 |   5.75 | 0.024 |
| 2923 |  -0.75 |   6.25 | 0.024 |
| 2924 |  -0.75 |   6.75 | 0.024 |
| 2925 |  -0.75 |   7.25 | 0.024 |
| 2926 |  -0.75 |   7.75 | 0.024 |
| 2927 |  -0.75 |   8.25 | 0.024 |
| 2928 |  -0.75 |   8.75 | 0.024 |
| 2929 |  -0.75 |   9.25 | 0.024 |
| 2930 |  -0.75 |   9.75 | 0.024 |
| 2931 |  -0.75 |  10.25 | 0.024 |
| 2932 |  -0.75 |  10.75 | 0.024 |
| 2933 |  -0.75 |  11.25 | 0.024 |
| 2934 |  -0.75 |  11.75 | 0.024 |
| 2935 |  -0.75 |  12.25 | 0.024 |
| 2936 |  -0.75 |  12.75 | 0.024 |
| 2937 |  -0.75 |  13.25 | 0.024 |
| 2938 |  -0.75 |  13.75 | 0.024 |
| 2939 |  -0.75 |  14.25 | 0.024 |
| 2940 |  -0.75 |  14.75 | 0.024 |
| 2941 |  -0.75 |  15.25 | 0.024 |
| 2942 |  -0.75 |  15.75 | 0.024 |
| 2943 |  -0.75 |  16.25 | 0.024 |
| 2944 |  -0.75 |  16.75 | 0.024 |
| 2945 |  -0.75 |  17.25 | 0.024 |
| 2946 |  -0.75 |  17.75 | 0.024 |
| 2947 |  -0.75 |  18.25 | 0.024 |
| 2948 |  -0.75 |  18.75 | 0.024 |
| 2949 |  -0.75 |  19.25 | 0.024 |
| 2950 |  -0.75 |  19.75 | 0.024 |
| 2951 |  -0.75 |  20.25 | 0.024 |
| 2952 |  -0.75 |  20.75 | 0.024 |
| 2953 |  -0.75 |  21.25 | 0.024 |
| 2954 |  -0.75 |  21.75 | 0.024 |
| 2955 |  -0.25 | -21.75 | 0.024 |
| 2956 |  -0.25 | -21.25 | 0.024 |
| 2957 |  -0.25 | -20.75 | 0.024 |
| 2958 |  -0.25 | -20.25 | 0.024 |
| 2959 |  -0.25 | -19.75 | 0.024 |
| 2960 |  -0.25 | -19.25 | 0.024 |
| 2961 |  -0.25 | -18.75 | 0.024 |
| 2962 |  -0.25 | -18.25 | 0.024 |
| 2963 |  -0.25 | -17.75 | 0.024 |
| 2964 |  -0.25 | -17.25 | 0.024 |
| 2965 |  -0.25 | -16.75 | 0.024 |
| 2966 |  -0.25 | -16.25 | 0.024 |
| 2967 |  -0.25 | -15.75 | 0.024 |
| 2968 |  -0.25 | -15.25 | 0.024 |
| 2969 |  -0.25 | -14.75 | 0.024 |
| 2970 |  -0.25 | -14.25 | 0.024 |
| 2971 |  -0.25 | -13.75 | 0.024 |
| 2972 |  -0.25 | -13.25 | 0.024 |
| 2973 |  -0.25 | -12.75 | 0.024 |
| 2974 |  -0.25 | -12.25 | 0.024 |
| 2975 |  -0.25 | -11.75 | 0.024 |
| 2976 |  -0.25 | -11.25 | 0.024 |
| 2977 |  -0.25 | -10.75 | 0.024 |
| 2978 |  -0.25 | -10.25 | 0.024 |
| 2979 |  -0.25 |  -9.75 | 0.024 |
| 2980 |  -0.25 |  -9.25 | 0.024 |
| 2981 |  -0.25 |  -8.75 | 0.024 |
| 2982 |  -0.25 |  -8.25 | 0.024 |
| 2983 |  -0.25 |  -7.75 | 0.024 |
| 2984 |  -0.25 |  -7.25 | 0.024 |
| 2985 |  -0.25 |  -6.75 | 0.024 |
| 2986 |  -0.25 |  -6.25 | 0.024 |
| 2987 |  -0.25 |  -5.75 | 0.024 |
| 2988 |  -0.25 |  -5.25 | 0.024 |
| 2989 |  -0.25 |  -4.75 | 0.024 |
| 2990 |  -0.25 |  -4.25 | 0.024 |
| 2991 |  -0.25 |  -3.75 | 0.024 |
| 2992 |  -0.25 |  -3.25 | 0.024 |
| 2993 |  -0.25 |  -2.75 | 0.024 |
| 2994 |  -0.25 |  -2.25 | 0.024 |
| 2995 |  -0.25 |  -1.75 | 0.024 |
| 2996 |  -0.25 |  -1.25 | 0.024 |
| 2997 |  -0.25 |  -0.75 | 0.024 |
| 2998 |  -0.25 |  -0.25 | 0.024 |
| 2999 |  -0.25 |   0.25 | 0.024 |
| 3000 |  -0.25 |   0.75 | 0.024 |
| 3001 |  -0.25 |   1.25 | 0.024 |
| 3002 |  -0.25 |   1.75 | 0.024 |
| 3003 |  -0.25 |   2.25 | 0.024 |
| 3004 |  -0.25 |   2.75 | 0.024 |
| 3005 |  -0.25 |   3.25 | 0.024 |
| 3006 |  -0.25 |   3.75 | 0.024 |
| 3007 |  -0.25 |   4.25 | 0.024 |
| 3008 |  -0.25 |   4.75 | 0.024 |
| 3009 |  -0.25 |   5.25 | 0.024 |
| 3010 |  -0.25 |   5.75 | 0.024 |
| 3011 |  -0.25 |   6.25 | 0.024 |
| 3012 |  -0.25 |   6.75 | 0.024 |
| 3013 |  -0.25 |   7.25 | 0.024 |
| 3014 |  -0.25 |   7.75 | 0.024 |
| 3015 |  -0.25 |   8.25 | 0.024 |
| 3016 |  -0.25 |   8.75 | 0.024 |
| 3017 |  -0.25 |   9.25 | 0.024 |
| 3018 |  -0.25 |   9.75 | 0.024 |
| 3019 |  -0.25 |  10.25 | 0.024 |
| 3020 |  -0.25 |  10.75 | 0.024 |
| 3021 |  -0.25 |  11.25 | 0.024 |
| 3022 |  -0.25 |  11.75 | 0.024 |
| 3023 |  -0.25 |  12.25 | 0.024 |
| 3024 |  -0.25 |  12.75 | 0.024 |
| 3025 |  -0.25 |  13.25 | 0.024 |
| 3026 |  -0.25 |  13.75 | 0.024 |
| 3027 |  -0.25 |  14.25 | 0.024 |
| 3028 |  -0.25 |  14.75 | 0.024 |
| 3029 |  -0.25 |  15.25 | 0.024 |
| 3030 |  -0.25 |  15.75 | 0.024 |
| 3031 |  -0.25 |  16.25 | 0.024 |
| 3032 |  -0.25 |  16.75 | 0.024 |
| 3033 |  -0.25 |  17.25 | 0.024 |
| 3034 |  -0.25 |  17.75 | 0.024 |
| 3035 |  -0.25 |  18.25 | 0.024 |
| 3036 |  -0.25 |  18.75 | 0.024 |
| 3037 |  -0.25 |  19.25 | 0.024 |
| 3038 |  -0.25 |  19.75 | 0.024 |
| 3039 |  -0.25 |  20.25 | 0.024 |
| 3040 |  -0.25 |  20.75 | 0.024 |
| 3041 |  -0.25 |  21.25 | 0.024 |
| 3042 |  -0.25 |  21.75 | 0.024 |
| 3043 |   0.25 | -21.75 | 0.024 |
| 3044 |   0.25 | -21.25 | 0.024 |
| 3045 |   0.25 | -20.75 | 0.024 |
| 3046 |   0.25 | -20.25 | 0.024 |
| 3047 |   0.25 | -19.75 | 0.024 |
| 3048 |   0.25 | -19.25 | 0.024 |
| 3049 |   0.25 | -18.75 | 0.024 |
| 3050 |   0.25 | -18.25 | 0.024 |
| 3051 |   0.25 | -17.75 | 0.024 |
| 3052 |   0.25 | -17.25 | 0.024 |
| 3053 |   0.25 | -16.75 | 0.024 |
| 3054 |   0.25 | -16.25 | 0.024 |
| 3055 |   0.25 | -15.75 | 0.024 |
| 3056 |   0.25 | -15.25 | 0.024 |
| 3057 |   0.25 | -14.75 | 0.024 |
| 3058 |   0.25 | -14.25 | 0.024 |
| 3059 |   0.25 | -13.75 | 0.024 |
| 3060 |   0.25 | -13.25 | 0.024 |
| 3061 |   0.25 | -12.75 | 0.024 |
| 3062 |   0.25 | -12.25 | 0.024 |
| 3063 |   0.25 | -11.75 | 0.024 |
| 3064 |   0.25 | -11.25 | 0.024 |
| 3065 |   0.25 | -10.75 | 0.024 |
| 3066 |   0.25 | -10.25 | 0.024 |
| 3067 |   0.25 |  -9.75 | 0.024 |
| 3068 |   0.25 |  -9.25 | 0.024 |
| 3069 |   0.25 |  -8.75 | 0.024 |
| 3070 |   0.25 |  -8.25 | 0.024 |
| 3071 |   0.25 |  -7.75 | 0.024 |
| 3072 |   0.25 |  -7.25 | 0.024 |
| 3073 |   0.25 |  -6.75 | 0.024 |
| 3074 |   0.25 |  -6.25 | 0.024 |
| 3075 |   0.25 |  -5.75 | 0.024 |
| 3076 |   0.25 |  -5.25 | 0.024 |
| 3077 |   0.25 |  -4.75 | 0.024 |
| 3078 |   0.25 |  -4.25 | 0.024 |
| 3079 |   0.25 |  -3.75 | 0.024 |
| 3080 |   0.25 |  -3.25 | 0.024 |
| 3081 |   0.25 |  -2.75 | 0.024 |
| 3082 |   0.25 |  -2.25 | 0.024 |
| 3083 |   0.25 |  -1.75 | 0.024 |
| 3084 |   0.25 |  -1.25 | 0.024 |
| 3085 |   0.25 |  -0.75 | 0.024 |
| 3086 |   0.25 |  -0.25 | 0.024 |
| 3087 |   0.25 |   0.25 | 0.024 |
| 3088 |   0.25 |   0.75 | 0.024 |
| 3089 |   0.25 |   1.25 | 0.024 |
| 3090 |   0.25 |   1.75 | 0.024 |
| 3091 |   0.25 |   2.25 | 0.024 |
| 3092 |   0.25 |   2.75 | 0.024 |
| 3093 |   0.25 |   3.25 | 0.024 |
| 3094 |   0.25 |   3.75 | 0.024 |
| 3095 |   0.25 |   4.25 | 0.024 |
| 3096 |   0.25 |   4.75 | 0.024 |
| 3097 |   0.25 |   5.25 | 0.024 |
| 3098 |   0.25 |   5.75 | 0.024 |
| 3099 |   0.25 |   6.25 | 0.024 |
| 3100 |   0.25 |   6.75 | 0.024 |
| 3101 |   0.25 |   7.25 | 0.024 |
| 3102 |   0.25 |   7.75 | 0.024 |
| 3103 |   0.25 |   8.25 | 0.024 |
| 3104 |   0.25 |   8.75 | 0.024 |
| 3105 |   0.25 |   9.25 | 0.024 |
| 3106 |   0.25 |   9.75 | 0.024 |
| 3107 |   0.25 |  10.25 | 0.024 |
| 3108 |   0.25 |  10.75 | 0.024 |
| 3109 |   0.25 |  11.25 | 0.024 |
| 3110 |   0.25 |  11.75 | 0.024 |
| 3111 |   0.25 |  12.25 | 0.024 |
| 3112 |   0.25 |  12.75 | 0.024 |
| 3113 |   0.25 |  13.25 | 0.024 |
| 3114 |   0.25 |  13.75 | 0.024 |
| 3115 |   0.25 |  14.25 | 0.024 |
| 3116 |   0.25 |  14.75 | 0.024 |
| 3117 |   0.25 |  15.25 | 0.024 |
| 3118 |   0.25 |  15.75 | 0.024 |
| 3119 |   0.25 |  16.25 | 0.024 |
| 3120 |   0.25 |  16.75 | 0.024 |
| 3121 |   0.25 |  17.25 | 0.024 |
| 3122 |   0.25 |  17.75 | 0.024 |
| 3123 |   0.25 |  18.25 | 0.024 |
| 3124 |   0.25 |  18.75 | 0.024 |
| 3125 |   0.25 |  19.25 | 0.024 |
| 3126 |   0.25 |  19.75 | 0.024 |
| 3127 |   0.25 |  20.25 | 0.024 |
| 3128 |   0.25 |  20.75 | 0.024 |
| 3129 |   0.25 |  21.25 | 0.024 |
| 3130 |   0.25 |  21.75 | 0.024 |
| 3131 |   0.75 | -21.75 | 0.024 |
| 3132 |   0.75 | -21.25 | 0.024 |
| 3133 |   0.75 | -20.75 | 0.024 |
| 3134 |   0.75 | -20.25 | 0.024 |
| 3135 |   0.75 | -19.75 | 0.024 |
| 3136 |   0.75 | -19.25 | 0.024 |
| 3137 |   0.75 | -18.75 | 0.024 |
| 3138 |   0.75 | -18.25 | 0.024 |
| 3139 |   0.75 | -17.75 | 0.024 |
| 3140 |   0.75 | -17.25 | 0.024 |
| 3141 |   0.75 | -16.75 | 0.024 |
| 3142 |   0.75 | -16.25 | 0.024 |
| 3143 |   0.75 | -15.75 | 0.024 |
| 3144 |   0.75 | -15.25 | 0.024 |
| 3145 |   0.75 | -14.75 | 0.024 |
| 3146 |   0.75 | -14.25 | 0.024 |
| 3147 |   0.75 | -13.75 | 0.024 |
| 3148 |   0.75 | -13.25 | 0.024 |
| 3149 |   0.75 | -12.75 | 0.024 |
| 3150 |   0.75 | -12.25 | 0.024 |
| 3151 |   0.75 | -11.75 | 0.024 |
| 3152 |   0.75 | -11.25 | 0.024 |
| 3153 |   0.75 | -10.75 | 0.024 |
| 3154 |   0.75 | -10.25 | 0.024 |
| 3155 |   0.75 |  -9.75 | 0.024 |
| 3156 |   0.75 |  -9.25 | 0.024 |
| 3157 |   0.75 |  -8.75 | 0.024 |
| 3158 |   0.75 |  -8.25 | 0.024 |
| 3159 |   0.75 |  -7.75 | 0.024 |
| 3160 |   0.75 |  -7.25 | 0.024 |
| 3161 |   0.75 |  -6.75 | 0.024 |
| 3162 |   0.75 |  -6.25 | 0.024 |
| 3163 |   0.75 |  -5.75 | 0.024 |
| 3164 |   0.75 |  -5.25 | 0.024 |
| 3165 |   0.75 |  -4.75 | 0.024 |
| 3166 |   0.75 |  -4.25 | 0.024 |
| 3167 |   0.75 |  -3.75 | 0.024 |
| 3168 |   0.75 |  -3.25 | 0.024 |
| 3169 |   0.75 |  -2.75 | 0.024 |
| 3170 |   0.75 |  -2.25 | 0.024 |
| 3171 |   0.75 |  -1.75 | 0.024 |
| 3172 |   0.75 |  -1.25 | 0.024 |
| 3173 |   0.75 |  -0.75 | 0.024 |
| 3174 |   0.75 |  -0.25 | 0.024 |
| 3175 |   0.75 |   0.25 | 0.024 |
| 3176 |   0.75 |   0.75 | 0.024 |
| 3177 |   0.75 |   1.25 | 0.024 |
| 3178 |   0.75 |   1.75 | 0.024 |
| 3179 |   0.75 |   2.25 | 0.024 |
| 3180 |   0.75 |   2.75 | 0.024 |
| 3181 |   0.75 |   3.25 | 0.024 |
| 3182 |   0.75 |   3.75 | 0.024 |
| 3183 |   0.75 |   4.25 | 0.024 |
| 3184 |   0.75 |   4.75 | 0.024 |
| 3185 |   0.75 |   5.25 | 0.024 |
| 3186 |   0.75 |   5.75 | 0.024 |
| 3187 |   0.75 |   6.25 | 0.024 |
| 3188 |   0.75 |   6.75 | 0.024 |
| 3189 |   0.75 |   7.25 | 0.024 |
| 3190 |   0.75 |   7.75 | 0.024 |
| 3191 |   0.75 |   8.25 | 0.024 |
| 3192 |   0.75 |   8.75 | 0.024 |
| 3193 |   0.75 |   9.25 | 0.024 |
| 3194 |   0.75 |   9.75 | 0.024 |
| 3195 |   0.75 |  10.25 | 0.024 |
| 3196 |   0.75 |  10.75 | 0.024 |
| 3197 |   0.75 |  11.25 | 0.024 |
| 3198 |   0.75 |  11.75 | 0.024 |
| 3199 |   0.75 |  12.25 | 0.024 |
| 3200 |   0.75 |  12.75 | 0.024 |
| 3201 |   0.75 |  13.25 | 0.024 |
| 3202 |   0.75 |  13.75 | 0.024 |
| 3203 |   0.75 |  14.25 | 0.024 |
| 3204 |   0.75 |  14.75 | 0.024 |
| 3205 |   0.75 |  15.25 | 0.024 |
| 3206 |   0.75 |  15.75 | 0.024 |
| 3207 |   0.75 |  16.25 | 0.024 |
| 3208 |   0.75 |  16.75 | 0.024 |
| 3209 |   0.75 |  17.25 | 0.024 |
| 3210 |   0.75 |  17.75 | 0.024 |
| 3211 |   0.75 |  18.25 | 0.024 |
| 3212 |   0.75 |  18.75 | 0.024 |
| 3213 |   0.75 |  19.25 | 0.024 |
| 3214 |   0.75 |  19.75 | 0.024 |
| 3215 |   0.75 |  20.25 | 0.024 |
| 3216 |   0.75 |  20.75 | 0.024 |
| 3217 |   0.75 |  21.25 | 0.024 |
| 3218 |   0.75 |  21.75 | 0.024 |
| 3219 |   1.25 | -21.75 | 0.024 |
| 3220 |   1.25 | -21.25 | 0.024 |
| 3221 |   1.25 | -20.75 | 0.024 |
| 3222 |   1.25 | -20.25 | 0.024 |
| 3223 |   1.25 | -19.75 | 0.024 |
| 3224 |   1.25 | -19.25 | 0.024 |
| 3225 |   1.25 | -18.75 | 0.024 |
| 3226 |   1.25 | -18.25 | 0.024 |
| 3227 |   1.25 | -17.75 | 0.024 |
| 3228 |   1.25 | -17.25 | 0.024 |
| 3229 |   1.25 | -16.75 | 0.024 |
| 3230 |   1.25 | -16.25 | 0.024 |
| 3231 |   1.25 | -15.75 | 0.024 |
| 3232 |   1.25 | -15.25 | 0.024 |
| 3233 |   1.25 | -14.75 | 0.024 |
| 3234 |   1.25 | -14.25 | 0.024 |
| 3235 |   1.25 | -13.75 | 0.024 |
| 3236 |   1.25 | -13.25 | 0.024 |
| 3237 |   1.25 | -12.75 | 0.024 |
| 3238 |   1.25 | -12.25 | 0.024 |
| 3239 |   1.25 | -11.75 | 0.024 |
| 3240 |   1.25 | -11.25 | 0.024 |
| 3241 |   1.25 | -10.75 | 0.024 |
| 3242 |   1.25 | -10.25 | 0.024 |
| 3243 |   1.25 |  -9.75 | 0.024 |
| 3244 |   1.25 |  -9.25 | 0.024 |
| 3245 |   1.25 |  -8.75 | 0.024 |
| 3246 |   1.25 |  -8.25 | 0.024 |
| 3247 |   1.25 |  -7.75 | 0.024 |
| 3248 |   1.25 |  -7.25 | 0.024 |
| 3249 |   1.25 |  -6.75 | 0.024 |
| 3250 |   1.25 |  -6.25 | 0.024 |
| 3251 |   1.25 |  -5.75 | 0.024 |
| 3252 |   1.25 |  -5.25 | 0.024 |
| 3253 |   1.25 |  -4.75 | 0.024 |
| 3254 |   1.25 |  -4.25 | 0.024 |
| 3255 |   1.25 |  -3.75 | 0.024 |
| 3256 |   1.25 |  -3.25 | 0.024 |
| 3257 |   1.25 |  -2.75 | 0.024 |
| 3258 |   1.25 |  -2.25 | 0.024 |
| 3259 |   1.25 |  -1.75 | 0.024 |
| 3260 |   1.25 |  -1.25 | 0.024 |
| 3261 |   1.25 |  -0.75 | 0.024 |
| 3262 |   1.25 |  -0.25 | 0.024 |
| 3263 |   1.25 |   0.25 | 0.024 |
| 3264 |   1.25 |   0.75 | 0.024 |
| 3265 |   1.25 |   1.25 | 0.024 |
| 3266 |   1.25 |   1.75 | 0.024 |
| 3267 |   1.25 |   2.25 | 0.024 |
| 3268 |   1.25 |   2.75 | 0.024 |
| 3269 |   1.25 |   3.25 | 0.024 |
| 3270 |   1.25 |   3.75 | 0.024 |
| 3271 |   1.25 |   4.25 | 0.024 |
| 3272 |   1.25 |   4.75 | 0.024 |
| 3273 |   1.25 |   5.25 | 0.024 |
| 3274 |   1.25 |   5.75 | 0.024 |
| 3275 |   1.25 |   6.25 | 0.024 |
| 3276 |   1.25 |   6.75 | 0.024 |
| 3277 |   1.25 |   7.25 | 0.024 |
| 3278 |   1.25 |   7.75 | 0.024 |
| 3279 |   1.25 |   8.25 | 0.024 |
| 3280 |   1.25 |   8.75 | 0.024 |
| 3281 |   1.25 |   9.25 | 0.024 |
| 3282 |   1.25 |   9.75 | 0.024 |
| 3283 |   1.25 |  10.25 | 0.024 |
| 3284 |   1.25 |  10.75 | 0.024 |
| 3285 |   1.25 |  11.25 | 0.024 |
| 3286 |   1.25 |  11.75 | 0.024 |
| 3287 |   1.25 |  12.25 | 0.024 |
| 3288 |   1.25 |  12.75 | 0.024 |
| 3289 |   1.25 |  13.25 | 0.024 |
| 3290 |   1.25 |  13.75 | 0.024 |
| 3291 |   1.25 |  14.25 | 0.024 |
| 3292 |   1.25 |  14.75 | 0.024 |
| 3293 |   1.25 |  15.25 | 0.024 |
| 3294 |   1.25 |  15.75 | 0.024 |
| 3295 |   1.25 |  16.25 | 0.024 |
| 3296 |   1.25 |  16.75 | 0.024 |
| 3297 |   1.25 |  17.25 | 0.024 |
| 3298 |   1.25 |  17.75 | 0.024 |
| 3299 |   1.25 |  18.25 | 0.024 |
| 3300 |   1.25 |  18.75 | 0.024 |
| 3301 |   1.25 |  19.25 | 0.024 |
| 3302 |   1.25 |  19.75 | 0.024 |
| 3303 |   1.25 |  20.25 | 0.024 |
| 3304 |   1.25 |  20.75 | 0.024 |
| 3305 |   1.25 |  21.25 | 0.024 |
| 3306 |   1.25 |  21.75 | 0.024 |
| 3307 |   1.75 | -21.75 | 0.024 |
| 3308 |   1.75 | -21.25 | 0.024 |
| 3309 |   1.75 | -20.75 | 0.024 |
| 3310 |   1.75 | -20.25 | 0.024 |
| 3311 |   1.75 | -19.75 | 0.024 |
| 3312 |   1.75 | -19.25 | 0.024 |
| 3313 |   1.75 | -18.75 | 0.024 |
| 3314 |   1.75 | -18.25 | 0.024 |
| 3315 |   1.75 | -17.75 | 0.024 |
| 3316 |   1.75 | -17.25 | 0.024 |
| 3317 |   1.75 | -16.75 | 0.024 |
| 3318 |   1.75 | -16.25 | 0.024 |
| 3319 |   1.75 | -15.75 | 0.024 |
| 3320 |   1.75 | -15.25 | 0.024 |
| 3321 |   1.75 | -14.75 | 0.024 |
| 3322 |   1.75 | -14.25 | 0.024 |
| 3323 |   1.75 | -13.75 | 0.024 |
| 3324 |   1.75 | -13.25 | 0.024 |
| 3325 |   1.75 | -12.75 | 0.024 |
| 3326 |   1.75 | -12.25 | 0.024 |
| 3327 |   1.75 | -11.75 | 0.024 |
| 3328 |   1.75 | -11.25 | 0.024 |
| 3329 |   1.75 | -10.75 | 0.024 |
| 3330 |   1.75 | -10.25 | 0.024 |
| 3331 |   1.75 |  -9.75 | 0.024 |
| 3332 |   1.75 |  -9.25 | 0.024 |
| 3333 |   1.75 |  -8.75 | 0.024 |
| 3334 |   1.75 |  -8.25 | 0.024 |
| 3335 |   1.75 |  -7.75 | 0.024 |
| 3336 |   1.75 |  -7.25 | 0.024 |
| 3337 |   1.75 |  -6.75 | 0.024 |
| 3338 |   1.75 |  -6.25 | 0.024 |
| 3339 |   1.75 |  -5.75 | 0.024 |
| 3340 |   1.75 |  -5.25 | 0.024 |
| 3341 |   1.75 |  -4.75 | 0.024 |
| 3342 |   1.75 |  -4.25 | 0.024 |
| 3343 |   1.75 |  -3.75 | 0.024 |
| 3344 |   1.75 |  -3.25 | 0.024 |
| 3345 |   1.75 |  -2.75 | 0.024 |
| 3346 |   1.75 |  -2.25 | 0.024 |
| 3347 |   1.75 |  -1.75 | 0.024 |
| 3348 |   1.75 |  -1.25 | 0.024 |
| 3349 |   1.75 |  -0.75 | 0.024 |
| 3350 |   1.75 |  -0.25 | 0.024 |
| 3351 |   1.75 |   0.25 | 0.024 |
| 3352 |   1.75 |   0.75 | 0.024 |
| 3353 |   1.75 |   1.25 | 0.024 |
| 3354 |   1.75 |   1.75 | 0.024 |
| 3355 |   1.75 |   2.25 | 0.024 |
| 3356 |   1.75 |   2.75 | 0.024 |
| 3357 |   1.75 |   3.25 | 0.024 |
| 3358 |   1.75 |   3.75 | 0.024 |
| 3359 |   1.75 |   4.25 | 0.024 |
| 3360 |   1.75 |   4.75 | 0.024 |
| 3361 |   1.75 |   5.25 | 0.024 |
| 3362 |   1.75 |   5.75 | 0.024 |
| 3363 |   1.75 |   6.25 | 0.024 |
| 3364 |   1.75 |   6.75 | 0.024 |
| 3365 |   1.75 |   7.25 | 0.024 |
| 3366 |   1.75 |   7.75 | 0.024 |
| 3367 |   1.75 |   8.25 | 0.024 |
| 3368 |   1.75 |   8.75 | 0.024 |
| 3369 |   1.75 |   9.25 | 0.024 |
| 3370 |   1.75 |   9.75 | 0.024 |
| 3371 |   1.75 |  10.25 | 0.024 |
| 3372 |   1.75 |  10.75 | 0.024 |
| 3373 |   1.75 |  11.25 | 0.024 |
| 3374 |   1.75 |  11.75 | 0.024 |
| 3375 |   1.75 |  12.25 | 0.024 |
| 3376 |   1.75 |  12.75 | 0.024 |
| 3377 |   1.75 |  13.25 | 0.024 |
| 3378 |   1.75 |  13.75 | 0.024 |
| 3379 |   1.75 |  14.25 | 0.024 |
| 3380 |   1.75 |  14.75 | 0.024 |
| 3381 |   1.75 |  15.25 | 0.024 |
| 3382 |   1.75 |  15.75 | 0.024 |
| 3383 |   1.75 |  16.25 | 0.024 |
| 3384 |   1.75 |  16.75 | 0.024 |
| 3385 |   1.75 |  17.25 | 0.024 |
| 3386 |   1.75 |  17.75 | 0.024 |
| 3387 |   1.75 |  18.25 | 0.024 |
| 3388 |   1.75 |  18.75 | 0.024 |
| 3389 |   1.75 |  19.25 | 0.024 |
| 3390 |   1.75 |  19.75 | 0.024 |
| 3391 |   1.75 |  20.25 | 0.024 |
| 3392 |   1.75 |  20.75 | 0.024 |
| 3393 |   1.75 |  21.25 | 0.024 |
| 3394 |   1.75 |  21.75 | 0.024 |
| 3395 |   2.25 | -21.75 | 0.024 |
| 3396 |   2.25 | -21.25 | 0.024 |
| 3397 |   2.25 | -20.75 | 0.024 |
| 3398 |   2.25 | -20.25 | 0.024 |
| 3399 |   2.25 | -19.75 | 0.024 |
| 3400 |   2.25 | -19.25 | 0.024 |
| 3401 |   2.25 | -18.75 | 0.024 |
| 3402 |   2.25 | -18.25 | 0.024 |
| 3403 |   2.25 | -17.75 | 0.024 |
| 3404 |   2.25 | -17.25 | 0.024 |
| 3405 |   2.25 | -16.75 | 0.024 |
| 3406 |   2.25 | -16.25 | 0.024 |
| 3407 |   2.25 | -15.75 | 0.024 |
| 3408 |   2.25 | -15.25 | 0.024 |
| 3409 |   2.25 | -14.75 | 0.024 |
| 3410 |   2.25 | -14.25 | 0.024 |
| 3411 |   2.25 | -13.75 | 0.024 |
| 3412 |   2.25 | -13.25 | 0.024 |
| 3413 |   2.25 | -12.75 | 0.024 |
| 3414 |   2.25 | -12.25 | 0.024 |
| 3415 |   2.25 | -11.75 | 0.024 |
| 3416 |   2.25 | -11.25 | 0.024 |
| 3417 |   2.25 | -10.75 | 0.024 |
| 3418 |   2.25 | -10.25 | 0.024 |
| 3419 |   2.25 |  -9.75 | 0.024 |
| 3420 |   2.25 |  -9.25 | 0.024 |
| 3421 |   2.25 |  -8.75 | 0.024 |
| 3422 |   2.25 |  -8.25 | 0.024 |
| 3423 |   2.25 |  -7.75 | 0.024 |
| 3424 |   2.25 |  -7.25 | 0.024 |
| 3425 |   2.25 |  -6.75 | 0.024 |
| 3426 |   2.25 |  -6.25 | 0.024 |
| 3427 |   2.25 |  -5.75 | 0.024 |
| 3428 |   2.25 |  -5.25 | 0.024 |
| 3429 |   2.25 |  -4.75 | 0.024 |
| 3430 |   2.25 |  -4.25 | 0.024 |
| 3431 |   2.25 |  -3.75 | 0.024 |
| 3432 |   2.25 |  -3.25 | 0.024 |
| 3433 |   2.25 |  -2.75 | 0.024 |
| 3434 |   2.25 |  -2.25 | 0.024 |
| 3435 |   2.25 |  -1.75 | 0.024 |
| 3436 |   2.25 |  -1.25 | 0.024 |
| 3437 |   2.25 |  -0.75 | 0.024 |
| 3438 |   2.25 |  -0.25 | 0.024 |
| 3439 |   2.25 |   0.25 | 0.024 |
| 3440 |   2.25 |   0.75 | 0.024 |
| 3441 |   2.25 |   1.25 | 0.024 |
| 3442 |   2.25 |   1.75 | 0.024 |
| 3443 |   2.25 |   2.25 | 0.024 |
| 3444 |   2.25 |   2.75 | 0.024 |
| 3445 |   2.25 |   3.25 | 0.024 |
| 3446 |   2.25 |   3.75 | 0.024 |
| 3447 |   2.25 |   4.25 | 0.024 |
| 3448 |   2.25 |   4.75 | 0.024 |
| 3449 |   2.25 |   5.25 | 0.024 |
| 3450 |   2.25 |   5.75 | 0.024 |
| 3451 |   2.25 |   6.25 | 0.024 |
| 3452 |   2.25 |   6.75 | 0.024 |
| 3453 |   2.25 |   7.25 | 0.024 |
