|   id |      x |      y |  size |
| 1451 |  -9.25 |  -6.75 | 0.024 |
| 1452 |  -9.25 |  -6.25 | 0.024 |
| 1453 |  -9.25 |  -5.75 | 0.024 |
| 1454 |  -9.25 |  -5.25 | 0.024 |
| 1455 |  -9.25 |  -4.75 | 0.024 |
| 1456 |  -9.25 |  -4.25 | 0.024 |
| 1457 |  -9.25 |  -3.75 | 0.024 |
| 1458 |  -9.25 |  -3.25 | 0.024 |
| 1459 |  -9.25 |  -2.75 | 0.024 |
| 1460 |  -9.25 |  -2.25 | 0.024 |
| 1461 |  -9.25 |  -1.75 | 0.024 |
| 1462 |  -9.25 |  -1.25 | 0.024 |
| 1463 |  -9.25 |  -0.75 | 0.024 |
| 1464 |  -9.25 |  -0.25 | 0.024 |
| 1465 |  -9.25 |   0.25 | 0.024 |
| 1466 |  -9.25 |   0.75 | 0.024 |
| 1467 |  -9.25 |   1.25 | 0.024 |
| 1468 |  -9.25 |   1.75 | 0.024 |
| 1469 |  -9.25 |   2.25 | 0.024 |
| 1470 |  -9.25 |   2.75 | 0.024 |
| 1471 |  -9.25 |   3.25 | 0.024 |
| 1472 |  -9.25 |   3.75 | 0.024 |
| 1473 |  -9.25 |   4.25 | 0.024 |
| 1474 |  -9.25 |   4.75 | 0.024 |
| 1475 |  -9.25 |   5.25 | 0.024 |
| 1476 |  -9.25 |   5.75 | 0.024 |
| 1477 |  -9.25 |   6.25 | 0.024 |
| 1478 |  -9.25 |   6.75 | 0.024 |
| 1479 |  -9.25 |   7.25 | 0.024 |
| 1480 |  -9.25 |   7.75 | 0.024 |
| 1481 |  -9.25 |   8.25 | 0.024 |
| 1482 |  -9.25 |   8.75 | 0.024 |
| 1483 |  -9.25 |   9.25 | 0.024 |
| 1484 |  -9.25 |   9.75 | 0.024 |
| 1485 |  -9.25 |  10.25 | 0.024 |
| 1486 |  -9.25 |  10.75 | 0.024 |
| 1487 |  -9.25 |  11.25 | 0.024 |
| 1488 |  -9.25 |  11.75 | 0.024 |
| 1489 |  -9.25 |  12.25 | 0.024 |
| 1490 |  -9.25 |  12.75 | 0.024 |
| 1491 |  -9.25 |  13.25 | 0.024 |
| 1492 |  -9.25 |  13.75 | 0.024 |
| 1493 |  -9.25 |  14.25 | 0.024 |
| 1494 |  -9.25 |  14.75 | 0.024 |
| 1495 |  -9.25 |  15.25 | 0.024 |
| 1496 |  -9.25 |  15.75 | 0.024 |
| 1497 |  -9.25 |  16.25 | 0.024 |
| 1498 |  -9.25 |  16.75 | 0.024 |
| 1499 |  -9.25 |  17.25 | 0.024 |
| 1500 |  -9.25 |  17.75 | 0.024 |
| 1501 |  -9.25 |  18.25 | 0.024 |
| 1502 |  -9.25 |  18.75 | 0.024 |
| 1503 |  -9.25 |  19.25 | 0.024 |
| 1504 |  -9.25 |  19.75 | 0.024 |
| 1505 |  -8.75 | -19.75 | 0.024 |
| 1506 |  -8.75 | -19.25 | 0.024 |
| 1507 |  -8.75 | -18.75 | 0.024 |
| 1508 |  -8.75 | -18.25 | 0.024 |
| 1509 |  -8.75 | -17.75 | 0.024 |
| 1510 |  -8.75 | -17.25 | 0.024 |
| 1511 |  -8.75 | -16.75 | 0.024 |
| 1512 |  -8.75 | -16.25 | 0.024 |
| 1513 |  -8.75 | -15.75 | 0.024 |
| 1514 |  -8.75 | -15.25 | 0.024 |
| 1515 |  -8.75 | -14.75 | 0.024 |
| 1516 |  -8.75 | -14.25 | 0.024 |
| 1517 |  -8.75 | -13.75 | 0.024 |
| 1518 |  -8.75 | -13.25 | 0.024 |
| 1519 |  -8.75 | -12.75 | 0.024 |
| 1520 |  -8.75 | -12.25 | 0.024 |
| 1521 |  -8.75 | -11.75 | 0.024 |
| 1522 |  -8.75 | -11.25 | 0.024 |
| 1523 |  -8.75 | -10.75 | 0.024 |
| 1524 |  -8.75 | -10.25 | 0.024 |
| 1525 |  -8.75 |  -9.75 | 0.024 |
| 1526 |  -8.75 |  -9.25 | 0.024 |
| 1527 |  -8.75 |  -8.75 | 0.024 |
| 1528 |  -8.75 |  -8.25 | 0.024 |
| 1529 |  -8.75 |  -7.75 | 0.024 |
| 1530 |  -8.75 |  -7.25 | 0.024 |
| 1531 |  -8.75 |  -6.75 | 0.024 |
| 1532 |  -8.75 |  -6.25 | 0.024 |
| 1533 |  -8.75 |  -5.75 | 0.024 |
| 1534 |  -8.75 |  -5.25 | 0.024 |
| 1535 |  -8.75 |  -4.75 | 0.024 |
| 1536 |  -8.75 |  -4.25 | 0.024 |
| 1537 |  -8.75 |  -3.75 | 0.024 |
| 1538 |  -8.75 |  -3.25 | 0.024 |
| 1539 |  -8.75 |  -2.75 | 0.024 |
| 1540 |  -8.75 |  -2.25 | 0.024 |
| 1541 |  -8.75 |  -1.75 | 0.024 |
| 1542 |  -8.75 |  -1.25 | 0.024 |
| 1543 |  -8.75 |  -0.75 | 0.024 |
| 1544 |  -8.75 |  -0.25 | 0.024 |
| 1545 |  -8.75 |   0.25 | 0.024 |
| 1546 |  -8.75 |   0.75 | 0.024 |
| 1547 |  -8.75 |   1.25 | 0.024 |
| 1548 |  -8.75 |   1.75 | 0.024 |
| 1549 |  -8.75 |   2.25 | 0.024 |
| 1550 |  -8.75 |   2.75 | 0.024 |
| 1551 |  -8.75 |   3.25 | 0.024 |
| 1552 |  -8.75 |   3.75 | 0.024 |
| 1553 |  -8.75 |   4.25 | 0.024 |
| 1554 |  -8.75 |   4.75 | 0.024 |
| 1555 |  -8.75 |   5.25 | 0.024 |
| 1556 |  -8.75 |   5.75 | 0.024 |
| 1557 |  -8.75 |   6.25 | 0.024 |
| 1558 |  -8.75 |   6.75 | 0.024 |
| 1559 |  -8.75 |   7.25 | 0.024 |
| 1560 |  -8.75 |   7.75 | 0.024 |
| 1561 |  -8.75 |   8.25 | 0.024 |
| 1562 |  -8.75 |   8.75 | 0.024 |
| 1563 |  -8.75 |   9.25 | 0.024 |
| 1564 |  -8.75 |   9.75 | 0.024 |
| 1565 |  -8.75 |  10.25 | 0.024 |
| 1566 |  -8.75 |  10.75 | 0.024 |
| 1567 |  -8.75 |  11.25 | 0.024 |
| 1568 |  -8.75 |  11.75 | 0.024 |
| 1569 |  -8.75 |  12.25 | 0.024 |
| 1570 |  -8.75 |  12.75 | 0.024 |
| 1571 |  -8.75 |  13.25 | 0.024 |
| 1572 |  -8.75 |  13.75 | 0.024 |
| 1573 |  -8.75 |  14.25 | 0.024 |
| 1574 |  -8.75 |  14.75 | 0.024 |
| 1575 |  -8.75 |  15.25 | 0.024 |
| 1576 |  -8.75 |  15.75 | 0.024 |
| 1577 |  -8.75 |  16.25 | 0.024 |
| 1578 |  -8.75 |  16.75 | 0.024 |
| 1579 |  -8.75 |  17.25 | 0.024 |
| 1580 |  -8.75 |  17.75 | 0.024 |
| 1581 |  -8.75 |  18.25 | 0.024 |
| 1582 |  -8.75 |  18.75 | 0.024 |
| 1583 |  -8.75 |  19.25 | 0.024 |
| 1584 |  -8.75 |  19.75 | 0.024 |
| 1585 |  -8.25 | -20.25 | 0.024 |
| 1586 |  -8.25 | -19.75 | 0.024 |
| 1587 |  -8.25 | -19.25 | 0.024 |
| 1588 |  -8.25 | -18.75 | 0.024 |
| 1589 |  -8.25 | -18.25 | 0.024 |
| 1590 |  -8.25 | -17.75 | 0.024 |
| 1591 |  -8.25 | -17.25 | 0.024 |
| 1592 |  -8.25 | -16.75 | 0.024 |
| 1593 |  -8.25 | -16.25 | 0.024 |
| 1594 |  -8.25 | -15.75 | 0.024 |
| 1595 |  -8.25 | -15.25 | 0.024 |
| 1596 |  -8.25 | -14.75 | 0.024 |
| 1597 |  -8.25 | -14.25 | 0.024 |
| 1598 |  -8.25 | -13.75 | 0.024 |
| 1599 |  -8.25 | -13.25 | 0.024 |
| 1600 |  -8.25 | -12.75 | 0.024 |
| 1601 |  -8.25 | -12.25 | 0.024 |
| 1602 |  -8.25 | -11.75 | 0.024 |
| 1603 |  -8.25 | -11.25 | 0.024 |
| 1604 |  -8.25 | -10.75 | 0.024 |
| 1605 |  -8.25 | -10.25 | 0.024 |
| 1606 |  -8.25 |  -9.75 | 0.024 |
| 1607 |  -8.25 |  -9.25 | 0.024 |
| 1608 |  -8.25 |  -8.75 | 0.024 |
| 1609 |  -8.25 |  -8.25 | 0.024 |
| 1610 |  -8.25 |  -7.75 | 0.024 |
| 1611 |  -8.25 |  -7.25 | 0.024 |
| 1612 |  -8.25 |  -6.75 | 0.024 |
| 1613 |  -8.25 |  -6.25 | 0.024 |
| 1614 |  -8.25 |  -5.75 | 0.024 |
| 1615 |  -8.25 |  -5.25 | 0.024 |
| 1616 |  -8.25 |  -4.75 | 0.024 |
| 1617 |  -8.25 |  -4.25 | 0.024 |
| 1618 |  -8.25 |  -3.75 | 0.024 |
| 1619 |  -8.25 |  -3.25 | 0.024 |
| 1620 |  -8.25 |  -2.75 | 0.024 |
| 1621 |  -8.25 |  -2.25 | 0.024 |
| 1622 |  -8.25 |  -1.75 | 0.024 |
| 1623 |  -8.25 |  -1.25 | 0.024 |
| 1624 |  -8.25 |  -0.75 | 0.024 |
| 1625 |  -8.25 |  -0.25 | 0.024 |
| 1626 |  -8.25 |   0.25 | 0.024 |
| 1627 |  -8.25 |   0.75 | 0.024 |
| 1628 |  -8.25 |   1.25 | 0.024 |
| 1629 |  -8.25 |   1.75 | 0.024 |
| 1630 |  -8.25 |   2.25 | 0.024 |
| 1631 |  -8.25 |   2.75 | 0.024 |
| 1632 |  -8.25 |   3.25 | 0.024 |
| 1633 |  -8.25 |   3.75 | 0.024 |
| 1634 |  -8.25 |   4.25 | 0.024 |
| 1635 |  -8.25 |   4.75 | 0.024 |
| 1636 |  -8.25 |   5.25 | 0.024 |
| 1637 |  -8.25 |   5.75 | 0.024 |
| 1638 |  -8.25 |   6.25 | 0.024 |
| 1639 |  -8.25 |   6.75 | 0.024 |
| 1640 |  -8.25 |   7.25 | 0.024 |
| 1641 |  -8.25 |   7.75 | 0.024 |
| 1642 |  -8.25 |   8.25 | 0.024 |
| 1643 |  -8.25 |   8.75 | 0.024 |
| 1644 |  -8.25 |   9.25 | 0.024 |
| 1645 |  -8.25 |   9.75 | 0.024 |
| 1646 |  -8.25 |  10.25 | 0.024 |
| 1647 |  -8.25 |  10.75 | 0.024 |
| 1648 |  -8.25 |  11.25 | 0.024 |
| 1649 |  -8.25 |  11.75 | 0.024 |
| 1650 |  -8.25 |  12.25 | 0.024 |
| 1651 |  -8.25 |  12.75 | 0.024 |
| 1652 |  -8.25 |  13.25 | 0.024 |
| 1653 |  -8.25 |  13.75 | 0.024 |
| 1654 |  -8.25 |  14.25 | 0.024 |
| 1655 |  -8.25 |  14.75 | 0.024 |
| 1656 |  -8.25 |  15.25 | 0.024 |
| 1657 |  -8.25 |  15.75 | 0.024 |
| 1658 |  -8.25 |  16.25 | 0.024 |
| 1659 |  -8.25 |  16.75 | 0.024 |
| 1660 |  -8.25 |  17.25 | 0.024 |
| 1661 |  -8.25 |  17.75 | 0.024 |
| 1662 |  -8.25 |  18.25 | 0.024 |
| 1663 |  -8.25 |  18.75 | 0.024 |
| 1664 |  -8.25 |  19.25 | 0.024 |
| 1665 |  -8.25 |  19.75 | 0.024 |
| 1666 |  -8.25 |  20.25 | 0.024 |
| 1667 |  -7.75 | -20.25 | 0.024 |
| 1668 |  -7.75 | -19.75 | 0.024 |
| 1669 |  -7.75 | -19.25 | 0.024 |
| 1670 |  -7.75 | -18.75 | 0.024 |
| 1671 |  -7.75 | -18.25 | 0.024 |
| 1672 |  -7.75 | -17.75 | 0.024 |
| 1673 |  -7.75 | -17.25 | 0.024 |
| 1674 |  -7.75 | -16.75 | 0.024 |
| 1675 |  -7.75 | -16.25 | 0.024 |
| 1676 |  -7.75 | -15.75 | 0.024 |
| 1677 |  -7.75 | -15.25 | 0.024 |
| 1678 |  -7.75 | -14.75 | 0.024 |
| 1679 |  -7.75 | -14.25 | 0.024 |
| 1680 |  -7.75 | -13.75 | 0.024 |
| 1681 |  -7.75 | -13.25 | 0.024 |
| 1682 |  -7.75 | -12.75 | 0.024 |
| 1683 |  -7.75 | -12.25 | 0.024 |
| 1684 |  -7.75 | -11.75 | 0.024 |
| 1685 |  -7.75 | -11.25 | 0.024 |
| 1686 |  -7.75 | -10.75 | 0.024 |
| 1687 |  -7.75 | -10.25 | 0.024 |
| 1688 |  -7.75 |  -9.75 | 0.024 |
| 1689 |  -7.75 |  -9.25 | 0.024 |
| 1690 |  -7.75 |  -8.75 | 0.024 |
| 1691 |  -7.75 |  -8.25 | 0.024 |
| 1692 |  -7.75 |  -7.75 | 0.024 |
| 1693 |  -7.75 |  -7.25 | 0.024 |
| 1694 |  -7.75 |  -6.75 | 0.024 |
| 1695 |  -7.75 |  -6.25 | 0.024 |
| 1696 |  -7.75 |  -5.75 | 0.024 |
| 1697 |  -7.75 |  -5.25 | 0.024 |
| 1698 |  -7.75 |  -4.75 | 0.024 |
| 1699 |  -7.75 |  -4.25 | 0.024 |
| 1700 |  -7.75 |  -3.75 | 0.024 |
| 1701 |  -7.75 |  -3.25 | 0.024 |
| 1702 |  -7.75 |  -2.75 | 0.024 |
| 1703 |  -7.75 |  -2.25 | 0.024 |
| 1704 |  -7.75 |  -1.75 | 0.024 |
| 1705 |  -7.75 |  -1.25 | 0.024 |
| 1706 |  -7.75 |  -0.75 | 0.024 |
| 1707 |  -7.75 |  -0.25 | 0.024 |
| 1708 |  -7.75 |   0.25 | 0.024 |
| 1709 |  -7.75 |   0.75 | 0.024 |
| 1710 |  -7.75 |   1.25 | 0.024 |
| 1711 |  -7.75 |   1.75 | 0.024 |
| 1712 |  -7.75 |   2.25 | 0.024 |
| 1713 |  -7.75 |   2.75 | 0.024 |
| 1714 |  -7.75 |   3.25 | 0.024 |
| 1715 |  -7.75 |   3.75 | 0.024 |
| 1716 |  -7.75 |   4.25 | 0.024 |
| 1717 |  -7.75 |   4.75 | 0.024 |
| 1718 |  -7.75 |   5.25 | 0.024 |
| 1719 |  -7.75 |   5.75 | 0.024 |
| 1720 |  -7.75 |   6.25 | 0.024 |
| 1721 |  -7.75 |   6.75 | 0.024 |
| 1722 |  -7.75 |   7.25 | 0.024 |
| 1723 |  -7.75 |   7.75 | 0.024 |
| 1724 |  -7.75 |   8.25 | 0.024 |
| 1725 |  -7.75 |   8.75 | 0.024 |
| 1726 |  -7.75 |   9.25 | 0.024 |
| 1727 |  -7.75 |   9.75 | 0.024 |
| 1728 |  -7.75 |  10.25 | 0.024 |
| 1729 |  -7.75 |  10.75 | 0.024 |
| 1730 |  -7.75 |  11.25 | 0.024 |
| 1731 |  -7.75 |  11.75 | 0.024 |
| 1732 |  -7.75 |  12.25 | 0.024 |
| 1733 |  -7.75 |  12.75 | 0.024 |
| 1734 |  -7.75 |  13.25 | 0.024 |
| 1735 |  -7.75 |  13.75 | 0.024 |
| 1736 |  -7.75 |  14.25 | 0.024 |
| 1737 |  -7.75 |  14.75 | 0.024 |
| 1738 |  -7.75 |  15.25 | 0.024 |
| 1739 |  -7.75 |  15.75 | 0.024 |
| 1740 |  -7.75 |  16.25 | 0.024 |
| 1741 |  -7.75 |  16.75 | 0.024 |
| 1742 |  -7.75 |  17.25 | 0.024 |
| 1743 |  -7.75 |  17.75 | 0.024 |
| 1744 |  -7.75 |  18.25 | 0.024 |
| 1745 |  -7.75 |  18.75 | 0.024 |
| 1746 |  -7.75 |  19.25 | 0.024 |
| 1747 |  -7.75 |  19.75 | 0.024 |
| 1748 |  -7.75 |  20.25 | 0.024 |
| 1749 |  -7.25 | -20.75 | 0.024 |
| 1750 |  -7.25 | -20.25 | 0.024 |
| 1751 |  -7.25 | -19.75 | 0.024 |
| 1752 |  -7.25 | -19.25 | 0.024 |
| 1753 |  -7.25 | -18.75 | 0.024 |
| 1754 |  -7.25 | -18.25 | 0.024 |
| 1755 |  -7.25 | -17.75 | 0.024 |
| 1756 |  -7.25 | -17.25 | 0.024 |
| 1757 |  -7.25 | -16.75 | 0.024 |
| 1758 |  -7.25 | -16.25 | 0.024 |
| 1759 |  -7.25 | -15.75 | 0.024 |
| 1760 |  -7.25 | -15.25 | 0.024 |
| 1761 |  -7.25 | -14.75 | 0.024 |
| 1762 |  -7.25 | -14.25 | 0.024 |
| 1763 |  -7.25 | -13.75 | 0.024 |
| 1764 |  -7.25 | -13.25 | 0.024 |
| 1765 |  -7.25 | -12.75 | 0.024 |
| 1766 |  -7.25 | -12.25 | 0.024 |
| 1767 |  -7.25 | -11.75 | 0.024 |
| 1768 |  -7.25 | -11.25 | 0.024 |
| 1769 |  -7.25 | -10.75 | 0.024 |
| 1770 |  -7.25 | -10.25 | 0.024 |
| 1771 |  -7.25 |  -9.75 | 0.024 |
| 1772 |  -7.25 |  -9.25 | 0.024 |
| 1773 |  -7.25 |  -8.75 | 0.024 |
| 1774 |  -7.25 |  -8.25 | 0.024 |
| 1775 |  -7.25 |  -7.75 | 0.024 |
| 1776 |  -7.25 |  -7.25 | 0.024 |
| 1777 |  -7.25 |  -6.75 | 0.024 |
| 1778 |  -7.25 |  -6.25 | 0.024 |
| 1779 |  -7.25 |  -5.75 | 0.024 |
| 1780 |  -7.25 |  -5.25 | 0.024 |
| 1781 |  -7.25 |  -4.75 | 0.024 |
| 1782 |  -7.25 |  -4.25 | 0.024 |
| 1783 |  -7.25 |  -3.75 | 0.024 |
| 1784 |  -7.25 |  -3.25 | 0.024 |
| 1785 |  -7.25 |  -2.75 | 0.024 |
| 1786 |  -7.25 |  -2.25 | 0.024 |
| 1787 |  -7.25 |  -1.75 | 0.024 |
| 1788 |  -7.25 |  -1.25 | 0.024 |
| 1789 |  -7.25 |  -0.75 | 0.024 |
| 1790 |  -7.25 |  -0.25 | 0.024 |
| 1791 |  -7.25 |   0.25 | 0.024 |
| 1792 |  -7.25 |   0.75 | 0.024 |
| 1793 |  -7.25 |   1.25 | 0.024 |
| 1794 |  -7.25 |   1.75 | 0.024 |
| 1795 |  -7.25 |   2.25 | 0.024 |
| 1796 |  -7.25 |   2.75 | 0.024 |
| 1797 |  -7.25 |   3.25 | 0.024 |
| 1798 |  -7.25 |   3.75 | 0.024 |
| 1799 |  -7.25 |   4.25 | 0.024 |
| 1800 |  -7.25 |   4.75 | 0.024 |
| 1801 |  -7.25 |   5.25 | 0.024 |
| 1802 |  -7.25 |   5.75 | 0.024 |
| 1803 |  -7.25 |   6.25 | 0.024 |
| 1804 |  -7.25 |   6.75 | 0.024 |
| 1805 |  -7.25 |   7.25 | 0.024 |
| 1806 |  -7.25 |   7.75 | 0.024 |
| 1807 |  -7.25 |   8.25 | 0.024 |
| 1808 |  -7.25 |   8.75 | 0.024 |
| 1809 |  -7.25 |   9.25 | 0.024 |
| 1810 |  -7.25 |   9.75 | 0.024 |
| 1811 |  -7.25 |  10.25 | 0.024 |
| 1812 |  -7.25 |  10.75 | 0.024 |
| 1813 |  -7.25 |  11.25 | 0.024 |
| 1814 |  -7.25 |  11.75 | 0.024 |
| 1815 |  -7.25 |  12.25 | 0.024 |
| 1816 |  -7.25 |  12.75 | 0.024 |
| 1817 |  -7.25 |  13.25 | 0.024 |
| 1818 |  -7.25 |  13.75 | 0.024 |
| 1819 |  -7.25 |  14.25 | 0.024 |
| 1820 |  -7.25 |  14.75 | 0.024 |
| 1821 |  -7.25 |  15.25 | 0.024 |
| 1822 |  -7.25 |  15.75 | 0.024 |
| 1823 |  -7.25 |  16.25 | 0.024 |
| 1824 |  -7.25 |  16.75 | 0.024 |
| 1825 |  -7.25 |  17.25 | 0.024 |
| 1826 |  -7.25 |  17.75 | 0.024 |
| 1827 |  -7.25 |  18.25 | 0.024 |
| 1828 |  -7.25 |  18.75 | 0.024 |
| 1829 |  -7.25 |  19.25 | 0.024 |
| 1830 |  -7.25 |  19.75 | 0.024 |
| 1831 |  -7.25 |  20.25 | 0.024 |
| 1832 |  -7.25 |  20.75 | 0.024 |
| 1833 |  -6.75 | -20.75 | 0.024 |
| 1834 |  -6.75 | -20.25 | 0.024 |
| 1835 |  -6.75 | -19.75 | 0.024 |
| 1836 |  -6.75 | -19.25 | 0.024 |
| 1837 |  -6.75 | -18.75 | 0.024 |
| 1838 |  -6.75 | -18.25 | 0.024 |
| 1839 |  -6.75 | -17.75 | 0.024 |
| 1840 |  -6.75 | -17.25 | 0.024 |
| 1841 |  -6.75 | -16.75 | 0.024 |
| 1842 |  -6.75 | -16.25 | 0.024 |
| 1843 |  -6.75 | -15.75 | 0.024 |
| 1844 |  -6.75 | -15.25 | 0.024 |
| 1845 |  -6.75 | -14.75 | 0.024 |
| 1846 |  -6.75 | -14.25 | 0.024 |
| 1847 |  -6.75 | -13.75 | 0.024 |
| 1848 |  -6.75 | -13.25 | 0.024 |
| 1849 |  -6.75 | -12.75 | 0.024 |
| 1850 |  -6.75 | -12.25 | 0.024 |
| 1851 |  -6.75 | -11.75 | 0.024 |
| 1852 |  -6.75 | -11.25 | 0.024 |
| 1853 |  -6.75 | -10.75 | 0.024 |
| 1854 |  -6.75 | -10.25 | 0.024 |
| 1855 |  -6.75 |  -9.75 | 0.024 |
| 1856 |  -6.75 |  -9.25 | 0.024 |
| 1857 |  -6.75 |  -8.75 | 0.024 |
| 1858 |  -6.75 |  -8.25 | 0.024 |
| 1859 |  -6.75 |  -7.75 | 0.024 |
| 1860 |  -6.75 |  -7.25 | 0.024 |
| 1861 |  -6.75 |  -6.75 | 0.024 |
| 1862 |  -6.75 |  -6.25 | 0.024 |
| 1863 |  -6.75 |  -5.75 | 0.024 |
| 1864 |  -6.75 |  -5.25 | 0.024 |
| 1865 |  -6.75 |  -4.75 | 0.024 |
| 1866 |  -6.75 |  -4.25 | 0.024 |
| 1867 |  -6.75 |  -3.75 | 0.024 |
| 1868 |  -6.75 |  -3.25 | 0.024 |
| 1869 |  -6.75 |  -2.75 | 0.024 |
| 1870 |  -6.75 |  -2.25 | 0.024 |
| 1871 |  -6.75 |  -1.75 | 0.024 |
| 1872 |  -6.75 |  -1.25 | 0.024 |
| 1873 |  -6.75 |  -0.75 | 0.024 |
| 1874 |  -6.75 |  -0.25 | 0.024 |
| 1875 |  -6.75 |   0.25 | 0.024 |
| 1876 |  -6.75 |   0.75 | 0.024 |
| 1877 |  -6.75 |   1.25 | 0.024 |
| 1878 |  -6.75 |   1.75 | 0.024 |
| 1879 |  -6.75 |   2.25 | 0.024 |
| 1880 |  -6.75 |   2.75 | 0.024 |
| 1881 |  -6.75 |   3.25 | 0.024 |
| 1882 |  -6.75 |   3.75 | 0.024 |
| 1883 |  -6.75 |   4.25 | 0.024 |
| 1884 |  -6.75 |   4.75 | 0.024 |
| 1885 |  -6.75 |   5.25 | 0.024 |
| 1886 |  -6.75 |   5.75 | 0.024 |
| 1887 |  -6.75 |   6.25 | 0.024 |
| 1888 |  -6.75 |   6.75 | 0.024 |
| 1889 |  -6.75 |   7.25 | 0.024 |
| 1890 |  -6.75 |   7.75 | 0.024 |
| 1891 |  -6.75 |   8.25 | 0.024 |
| 1892 |  -6.75 |   8.75 | 0.024 |
| 1893 |  -6.75 |   9.25 | 0.024 |
| 1894 |  -6.75 |   9.75 | 0.024 |
| 1895 |  -6.75 |  10.25 | 0.024 |
| 1896 |  -6.75 |  10.75 | 0.024 |
| 1897 |  -6.75 |  11.25 | 0.024 |
| 1898 |  -6.75 |  11.75 | 0.024 |
| 1899 |  -6.75 |  12.25 | 0.024 |
| 1900 |  -6.75 |  12.75 | 0.024 |
| 1901 |  -6.75 |  13.25 | 0.024 |
| 1902 |  -6.75 |  13.75 | 0.024 |
| 1903 |  -6.75 |  14.25 | 0.024 |
| 1904 |  -6.75 |  14.75 | 0.024 |
| 1905 |  -6.75 |  15.25 | 0.024 |
| 1906 |  -6.75 |  15.75 | 0.024 |
| 1907 |  -6.75 |  16.25 | 0.024 |
| 1908 |  -6.75 |  16.75 | 0.024 |
| 1909 |  -6.75 |  17.25 | 0.024 |
| 1910 |  -6.75 |  17.75 | 0.024 |
| 1911 |  -6.75 |  18.25 | 0.024 |
| 1912 |  -6.75 |  18.75 | 0.024 |
| 1913 |  -6.75 |  19.25 | 0.024 |
| 1914 |  -6.75 |  19.75 | 0.024 |
| 1915 |  -6.75 |  20.25 | 0.024 |
| 1916 |  -6.75 |  20.75 | 0.024 |
| 1917 |  -6.25 | -20.75 | 0.024 |
| 1918 |  -6.25 | -20.25 | 0.024 |
| 1919 |  -6.25 | -19.75 | 0.024 |
| 1920 |  -6.25 | -19.25 | 0.024 |
| 1921 |  -6.25 | -18.75 | 0.024 |
| 1922 |  -6.25 | -18.25 | 0.024 |
| 1923 |  -6.25 | -17.75 | 0.024 |
| 1924 |  -6.25 | -17.25 | 0.024 |
| 1925 |  -6.25 | -16.75 | 0.024 |
| 1926 |  -6.25 | -16.25 | 0.024 |
| 1927 |  -6.25 | -15.75 | 0.024 |
| 1928 |  -6.25 | -15.25 | 0.024 |
| 1929 |  -6.25 | -14.75 | 0.024 |
| 1930 |  -6.25 | -14.25 | 0.024 |
| 1931 |  -6.25 | -13.75 | 0.024 |
| 1932 |  -6.25 | -13.25 | 0.024 |
| 1933 |  -6.25 | -12.75 | 0.024 |
| 1934 |  -6.25 | -12.25 | 0.024 |
| 1935 |  -6.25 | -11.75 | 0.024 |
| 1936 |  -6.25 | -11.25 | 0.024 |
| 1937 |  -6.25 | -10.75 | 0.024 |
| 1938 |  -6.25 | -10.25 | 0.024 |
| 1939 |  -6.25 |  -9.75 | 0.024 |
| 1940 |  -6.25 |  -9.25 | 0.024 |
| 1941 |  -6.25 |  -8.75 | 0.024 |
| 1942 |  -6.25 |  -8.25 | 0.024 |
| 1943 |  -6.25 |  -7.75 | 0.024 |
| 1944 |  -6.25 |  -7.25 | 0.024 |
| 1945 |  -6.25 |  -6.75 | 0.024 |
| 1946 |  -6.25 |  -6.25 | 0.024 |
| 1947 |  -6.25 |  -5.75 | 0.024 |
| 1948 |  -6.25 |  -5.25 | 0.024 |
| 1949 |  -6.25 |  -4.75 | 0.024 |
| 1950 |  -6.25 |  -4.25 | 0.024 |
| 1951 |  -6.25 |  -3.75 | 0.024 |
| 1952 |  -6.25 |  -3.25 | 0.024 |
| 1953 |  -6.25 |  -2.75 | 0.024 |
| 1954 |  -6.25 |  -2.25 | 0.024 |
| 1955 |  -6.25 |  -1.75 | 0.024 |
| 1956 |  -6.25 |  -1.25 | 0.024 |
| 1957 |  -6.25 |  -0.75 | 0.024 |
| 1958 |  -6.25 |  -0.25 | 0.024 |
| 1959 |  -6.25 |   0.25 | 0.024 |
| 1960 |  -6.25 |   0.75 | 0.024 |
| 1961 |  -6.25 |   1.25 | 0.024 |
| 1962 |  -6.25 |   1.75 | 0.024 |
| 1963 |  -6.25 |   2.25 | 0.024 |
| 1964 |  -6.25 |   2.75 | 0.024 |
| 1965 |  -6.25 |   3.25 | 0.024 |
| 1966 |  -6.25 |   3.75 | 0.024 |
| 1967 |  -6.25 |   4.25 | 0.024 |
| 1968 |  -6.25 |   4.75 | 0.024 |
| 1969 |  -6.25 |   5.25 | 0.024 |
| 1970 |  -6.25 |   5.75 | 0.024 |
| 1971 |  -6.25 |   6.25 | 0.024 |
| 1972 |  -6.25 |   6.75 | 0.024 |
| 1973 |  -6.25 |   7.25 | 0.024 |
| 1974 |  -6.25 |   7.75 | 0.024 |
| 1975 |  -6.25 |   8.25 | 0.024 |
| 1976 |  -6.25 |   8.75 | 0.024 |
| 1977 |  -6.25 |   9.25 | 0.024 |
| 1978 |  -6.25 |   9.75 | 0.024 |
| 1979 |  -6.25 |  10.25 | 0.024 |
| 1980 |  -6.25 |  10.75 | 0.024 |
| 1981 |  -6.25 |  11.25 | 0.024 |
| 1982 |  -6.25 |  11.75 | 0.024 |
